CNPJ BÁSICO,Nome Municip.,Nome Cnae,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,CAPITAL SOCIAL,PORTE DA EMPRESA,result
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36155825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158000.0,,,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158052.0,31.0,36158825.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158182.0,,,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158182.0,,,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146994,31.0,3614699,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158321,31.0,35158318.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158000.0,,,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158000.0,31.0,31825206.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158321.0,31.0,35158318.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158321.0,31.0,35158318.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36158000.0,,,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,71.0,34174586.0,,,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158347.0,31.0,35158316.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158347.0,31.0,35158316.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158347.0,31.0,35158318.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146984.0,31.0,36146996.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,,,,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36147416.0,31.0,36147421.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158321.0,31.0,35158318.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158321.0,31.0,35158318.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146994.0,31.0,36146996.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158321.0,31.0,35158318.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146994.0,31.0,36146996.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146994.0,31.0,36146996.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146994.0,31.0,36146996.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146994,31.0,36146996,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36147416,31.0,36147457,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,35158321.0,31.0,35158318.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36146983.0,31.0,36146981.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36147416.0,31.0,36147457.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36147416.0,31.0,36147457.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36147416,31.0,36147421.0,"4975168222,75",5.0,
8343492,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,31.0,36147416,31.0,36147421.0,"4975168222,75",5.0,
48867324,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88208767.0,,,"50,00",1.0,
48875748,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91497056.0,,,"1000,00",1.0,
48923656,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98711524.0,,,"10000,00",1.0,
48927712,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91201420.0,,,"10000,00",1.0,
48947859,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32135950.0,,,"120000,00",1.0,
48957442,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99184170.0,,,"500,00",1.0,
49017792,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32233806.0,,,"5000,00",1.0,
49070729,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91294859.0,,,"2000,00",1.0,
49111558,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,99507745.0,,,"500,00",1.0,
49115590,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91268911.0,,,"5000,00",1.0,
49149617,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99151068.0,,,"1,00",1.0,
49243859,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88981404.0,,,"1,00",1.0,
49245952,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,19.0,34912210.0,,,"1000,00",1.0,
49328630,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88535826.0,,,"6000,00",1.0,
49353416,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88042425.0,,,"1000,00",1.0,
49382402,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,0.0,,,"1200,00",1.0,
49431009,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88936556.0,,,"1000,00",1.0,
49524799,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88437318.0,,,"1000,00",1.0,
49548986,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98146438.0,,,"30000,00",1.0,
49553077,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98449114.0,,,"20000,00",1.0,
49577670,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88845730.0,,,"1000,00",1.0,
49585047,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91279936.0,,,"500,00",1.0,
49595103,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32133632.0,,,"2000,00",1.0,
49640987,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88915246.0,,,"500,00",1.0,
49714158,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91305325.0,,,"4500,00",1.0,
49738608,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,21010675.0,,,"10000,00",1.0,
49824151,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32132000.0,,,"1000,00",1.0,
49878305,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,98308001.0,,,"5000,00",1.0,
50028068,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91302824.0,,,"3000,00",1.0,
50048190,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,21010675.0,,,"1000,00",1.0,
50119187,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32363446.0,,,"200,00",1.0,
50138204,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91087672.0,,,"1000,00",1.0,
50141354,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98872027.0,,,"1000,00",1.0,
50168071,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32127188.0,,,"5000,00",1.0,
50222811,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32128757.0,,,"200000,00",1.0,
50234271,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,87250345.0,,,"1000,00",1.0,
50289571,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,98255208.0,,,"3000,00",1.0,
50307910,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88717840.0,,,"1000,00",1.0,
50334326,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99451946.0,,,"1500,00",1.0,
1389371,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32112819.0,32.0,32110992.0,"100000,00",1.0,
1389371,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33142428.0,,,"100000,00",1.0,
50515489,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98404220.0,,,"500,00",1.0,
50558633,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88017429.0,,,"5000,00",1.0,
50687242,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,99469211.0,,,"2000,00",1.0,
50884917,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,85170763.0,,,"5000,00",1.0,
50914507,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88097065.0,,,"10000,00",1.0,
50945077,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,98818528.0,,,"2500,00",1.0,
50996176,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88184373.0,,,"1000,00",1.0,
51018536,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91263689.0,,,,,
51039009,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99179039.0,,,,,
51053076,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,84799059.0,,,,,
51053181,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32332273.0,,,,,
51097677,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,91217031.0,,,,,
51170655,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88443812.0,,,,,
51207333,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88284029,,,,,
5066231,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157226,32.0,32150532.0,"20000,00",3.0,
3546531,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,2150914,,,"15000,00",5.0,
2189649,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32171228,,,"0,00",1.0,
2438972,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32171255,,,"60000,00",3.0,
877442,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32181215,32.0,32138836.0,"65000,00",1.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,11.0,25063800,11.0,26912749.0,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
15103039,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",5.0,
33803305,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,,,,,,
1163545,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,2168653,,,"0,00",1.0,
19023522,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,,,,"0,00",3.0,
19025386,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727.0,,,"318060,00",5.0,
19025386,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,,,,"318060,00",5.0,
20459749,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,,,,,"2000,00",1.0,
38625745,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,88216280,,,,,
4805244,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32362140,,,"27000,00",1.0,
21535240,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,,,,"0,00",1.0,
21571633,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,84354149,,,"450000,00",5.0,
21988118,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"0,00",1.0,
7050791,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32158231,,,"100000,00",1.0,
23245749,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"1000,00",1.0,
3247161,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,2162251,,,"150000,00",3.0,
3260909,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,32322332,32.0,88339248.0,"10000,00",1.0,
26274175,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32120040,32.0,32140602.0,"250000,00",5.0,
65293326,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32129638,,,"260000,00",1.0,
86489390,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32322826,32.0,99452661,"8000000,00",3.0,
86634300,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,21022330.0,,,"7000000,00",5.0,
86634300,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32296000.0,,,"7000000,00",5.0,
86634300,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"7000000,00",5.0,
86634300,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,21022330.0,,,"7000000,00",5.0,
17151978,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,2154177,,,"3500000,00",5.0,
17151978,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"3500000,00",5.0,
86493939,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"6000000,00",1.0,
86493939,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32155816,,,"6000000,00",1.0,
2263620,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32166296,,,"20000,00",3.0,
3906022,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,84260599,,,"70000,00",3.0,
2234669,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,,,,"0,00",5.0,
2607880,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,2163074,,,"0,00",1.0,
570315,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32125584.0,32.0,33138432.0,"80000,00",5.0,
570315,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,30834747,,,"80000,00",5.0,
3155649,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32150532,,,"600000,00",1.0,
4172793,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,35123999,,,"10000,00",1.0,
619801,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"100000,00",1.0,
4542978,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32157649,,,"102000,00",1.0,
4600386,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32156383,,,"60000,00",1.0,
7277210,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32118715,,,"10000,00",1.0,
10309057,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32371726.0,32.0,84243032.0,"10000,00",1.0,
10352739,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32183881.0,32.0,88361375.0,"12000,00",1.0,
10474002,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32150359.0,,,"100000,00",1.0,
20279173,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32490715.0,,,"1000,00",1.0,
10635328,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,32136525.0,32.0,32136525.0,"2000,00",1.0,
20282843,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,32171228.0,,,"160000,00",5.0,
