CNPJ BÁSICO,Nome Municip.,Nome Cnae,DDD 1,TELEFONE 1,DDD 2,TELEFONE 2,CAPITAL SOCIAL,PORTE DA EMPRESA,result
10812309,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,91112015.0,32.0,88112116.0,"10000,00",1.0,
11184768,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32162552.0,,,"10000,00",1.0,
20303571,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30837044,,,"2000,00",1.0,
11307947,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32414520,,,"10000,00",1.0,
11876957,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32164078.0,,,"5000,00",1.0,
4424629,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32351766.0,,,"6380000,00",1.0,
11980913,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,40098900.0,,,"20000,00",3.0,
12959749,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32110423.0,,,"500000,00",1.0,
13080986,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32250570.0,,,"1,00",1.0,
20366600,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88078102.0,,,"1000,00",1.0,
13578443,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30843837.0,,,"1,00",1.0,
13811644,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88077151.0,,,"1,00",1.0,
13962081,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,41411170.0,,,"1,00",1.0,
14132213,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,84272041.0,,,"30000,00",1.0,
10750457,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32115133.0,,,"10000,00",1.0,
14229922,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32178263.0,32.0,32144620.0,"680000,00",5.0,
14283837,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32156631.0,32.0,32166631.0,"100000,00",1.0,
14373265,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32244888.0,,,"1,00",1.0,
20409180,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32138201.0,,,"260000,00",1.0,
14918384,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32327616.0,,,"1,00",1.0,
15155987,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88162892.0,,,"1,00",1.0,
15187512,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32134982.0,,,"1,00",1.0,
15304073,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99392674.0,,,"1,00",1.0,
9500213,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32152043,,,"5000,00",1.0,
14838499,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88731937.0,,,"1,00",1.0,
15592768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32110423.0,,,"200000,00",5.0,
11723122,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32162866.0,,,"3792710,00",5.0,
15718313,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,21022330.0,,,"350000,00",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,31.0,36158000,,,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,31.0,21015200.0,,,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,31.0,36158000.0,,,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,,,,,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,31.0,36154922.0,,,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,31.0,36158000,,,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,21.0,48644884,,,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,31.0,21015200.0,21.0,21015201.0,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,31.0,36158000.0,,,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,31.0,33321402.0,,,"13144614,87",5.0,
2578564,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,31.0,36154929.0,31.0,36154900.0,"13144614,87",5.0,
16502851,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32142560,,,"1,00",1.0,
16527612,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,99742711,,,"1,00",1.0,
16550449,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99658995,,,"1,00",1.0,
16568125,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32187942,,,"20000,00",1.0,
16707497,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32324894.0,,,"150000,00",1.0,
10704517,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32113718.0,32.0,32129872.0,"10000,00",1.0,
17382246,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32157852.0,,,"1000,00",1.0,
14558896,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32230133.0,,,"1,00",1.0,
11967860,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,40095098.0,,,"93700,00",5.0,
17518371,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32341347.0,,,"1000,00",1.0,
17610287,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32247780.0,,,"1,00",1.0,
17616382,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32236554.0,,,"3000,00",1.0,
17776818,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32125584.0,,,"1000,00",1.0,
17815139,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88189108.0,,,"3000,00",1.0,
18017184,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32350525.0,,,"10000,00",1.0,
18018625,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32129627.0,,,"24500,00",1.0,
11582060,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,99656013,,,"1,00",1.0,
18466610,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,30615687.0,,,"20000,00",1.0,
18479182,JUIZ DE FORA,OBRAS DE ALVENARIA,0.0,0.0,,,"3000,00",1.0,
18508528,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32312186.0,32.0,32310418.0,"100000,00",3.0,
18602366,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88163188.0,,,"1,00",1.0,
18623056,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32181261.0,,,"1000,00",1.0,
18896950,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32178676.0,,,"501442,00",3.0,
18914561,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,33137064.0,,,"40000,00",1.0,
13331628,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88561132.0,,,"1400,00",1.0,
19119094,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88633864,,,"500,00",1.0,
19255701,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32134195,,,"10000,00",1.0,
19365153,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32137560,,,"100,00",1.0,
19376587,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,30264500,,,"1000000,00",5.0,
19383341,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32158333,,,"1500,00",1.0,
19387078,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32179314,,,"500000,00",5.0,
19606069,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32176650.0,,,"5500,00",1.0,
19754436,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32222341.0,,,"1,00",1.0,
17308324,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32287676.0,32.0,32286090.0,"20000,00",1.0,
20541776,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32189802,,,"3000,00",1.0,
20695070,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32153591,,,"5000,00",1.0,
21020713,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32153022,,,"30000,00",1.0,
21103579,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32112990,,,"300000,00",5.0,
21148603,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32226741,32.0,88641012.0,"100000,00",1.0,
21175311,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88216646,,,"10000,00",1.0,
21218907,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32212120,,,"1000,00",1.0,
21475436,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32156631,32.0,32243344.0,"200000,00",5.0,
21482189,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32351431,,,"3000,00",1.0,
21738655,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88011217.0,,,"100,00",1.0,
21763711,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32162606.0,,,"50000,00",1.0,
21835781,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32331997.0,,,"2500,00",1.0,
21914164,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32174525.0,,,"2000,00",1.0,
21932070,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,87062615.0,,,"1,00",1.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,32.0,30179554.0,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
22142956,JUIZ DE FORA,OBRAS DE ALVENARIA,32,84469181,,,"2000,00",1.0,
22235726,JUIZ DE FORA,OBRAS DE ALVENARIA,32,32170894,,,"5000,00",1.0,
22325243,JUIZ DE FORA,OBRAS DE ALVENARIA,32,99935397,,,"2000,00",1.0,
22384769,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32,32115015,,,"1000,00",1.0,
22434283,JUIZ DE FORA,OBRAS DE ALVENARIA,32,32137741,,,"1,00",1.0,
22529607,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32311005.0,,,"5000,00",1.0,
22641408,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,34.0,91408208.0,,,"31000,00",1.0,
23022724,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,91240476.0,,,"1,00",1.0,
23163183,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32252869.0,,,"5000,00",1.0,
23271427,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32148298.0,,,"1000,00",1.0,
23361865,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88289460.0,,,"5000,00",1.0,
23497181,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32129697.0,,,"10000,00",1.0,
23652497,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32117932.0,,,"100000,00",1.0,
23781679,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88568820.0,,,"7000,00",1.0,
23899243,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,84294355.0,,,"20000,00",1.0,
23919009,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88591396.0,,,"10000,00",1.0,
23928860,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88147652.0,,,"1000,00",1.0,
24180660,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32144849.0,,,"5000,00",1.0,
24222035,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32230501.0,,,"1,00",1.0,
14572530,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,21.0,36681550,,,"410000,00",5.0,
14572530,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,21.0,36681550.0,,,"410000,00",5.0,
14572530,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,21.0,35141444.0,,,"410000,00",5.0,
14572530,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,21.0,36681550.0,,,"410000,00",5.0,
14572530,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,27.0,33470967.0,27.0,33375828.0,"410000,00",5.0,
14572530,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,32506100.0,32.0,32506101.0,"410000,00",5.0,
24347125,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32169239.0,,,"1400000,00",5.0,
24376522,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,91518872.0,,,"2000,00",1.0,
24467913,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88427327.0,,,"5000,00",1.0,
24511641,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88847218.0,,,"1,00",1.0,
24687461,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32164739.0,32.0,88764739.0,"450000,00",3.0,
24709739,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21028800.0,,,"330000,00",5.0,
12191801,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,98330491.0,,,"1,00",1.0,
24878479,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32501775.0,,,"10000,00",5.0,
24901249,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88248803.0,,,"1000,00",1.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33214065,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,34511068,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,34511068.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32131165.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33214065,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,34511068.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727.0,,,"9945000,00",5.0,
17878475,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,33131727.0,,,"9945000,00",5.0,
25219702,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,84352109,,,"1800,00",1.0,
25350464,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88074713,,,"1000,00",1.0,
25454451,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88186051,,,"5000,00",1.0,
25682379,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88193291,,,"3000,00",1.0,
25695028,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,32220193,,,"2000,00",1.0,
24658334,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32258802,,,"5000,00",1.0,
23801813,JUIZ DE FORA,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,32.0,21010675.0,,,"10000,00",1.0,
25275084,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32312952.0,,,"150000,00",1.0,
11014622,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,40095000.0,,,"100000,00",3.0,
23519512,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32506100.0,,,"80000,00",1.0,
22955021,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88163568.0,,,"2000,00",1.0,
13391790,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32344104.0,,,"1,00",1.0,
25213908,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,30834525,,,"50000,00",1.0,
19394723,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32170493,32.0,32167291.0,"200000,00",1.0,
15721559,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,32.0,32134692,,,"10000,00",1.0,
13138944,JUIZ DE FORA,CONSTRUÇÃO DE EDIFÍCIOS,21.0,25070081,,,"88000,00",1.0,
17695256,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32374417,,,"600,00",1.0,
23649801,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,84387792,,,"20000,00",1.0,
22558574,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32223008,,,"5000,00",1.0,
24537233,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,32111667,,,"1000,00",1.0,
24191501,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88026749,,,"1000,00",1.0,
25995794,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88278042,,,"1000,00",1.0,
26055229,JUIZ DE FORA,OBRAS DE ALVENARIA,32.0,88991662,,,"20,00",1.0,
26197528,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88626561,,,"1000,00",1.0,
26272420,JUIZ DE FORA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA,32.0,84964868,32.0,84082746.0,"88000,00",3.0,
26487301,JUIZ DE FORA,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,32.0,88214193.0,,,"5000,00",1.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21016000.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,32371540.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
9611768,JUIZ DE FORA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,32.0,21049554.0,,,"87206313,34",5.0,
